target,uri,target_context,roberta_score
tea,http://www.marksdailyapple.com/forum/thread49012.html,"Oct 16, 2010. ""D'oh!!""
Depending on how bad you are at this point, I'd probably go in this order:
Ginger tea is excellent, or peppermint. Even chamomile is great for an upset stomach.
Small amounts of baked sweet potato.
Some fruit",-0.9965
sick,http://www.tor.com/2012/08/27/janeway-doesnt-deserve-this-shit/,"hint of “because she’s a woman” tacked on the end. But if that tone is making you feel a little sick and tired, hey, you could always watch some Voyager.
Personally, I don’t particularly want Amazonian warriors or supermodels with gadgets",-0.9966
fire,http://blogs.wsj.com/marketbeat/2012/10/12/ho-boy-apple-shares-could-see-more-selling/tab/comments/,signed samsungs best chip maker. And walmart doubled its orders on mini ipad and is not re ordering the kindle fire. thats huge news. Apple just showed they are the number 1 company on the market once again. Walmart is the,-0.9966
tea,http://gooseandbinky.blogspot.com/2011/07/what-weve-been-up-to.html,"the kids are looking forward to that.
Me? I don't mind the fog one bit!
I grab a cup of tea and a book and I'm happy!",-0.9966
tea,http://www.newuniversity.org/2014/01/features/dish-list-seventh-tea-bar/,"“tea tenders” we’ve ever met.
Occupying a small space in between Portola and a long line of independent boutiques, Seventh Tea Bar is a sleek mass of lemon-yellow chairs and sofas, and black tiled floors and walls. But the quirkiness doesn’t",-0.9966
tea,http://americandigest.org/mt-archives/american_studies/america_setting.php,"by either side.""
I'm thinking of recent statements by Bill Clinton and figures in the MSM about Beck, Palin and tea partiers being seditious. The Left has so successfully vilified conservatives as to now get away with equating us with Timothy",-0.9966
epic,http://www.dgcoursereview.com/reviews.php?id=6974&mode=rev,"Severe downhill wooded tunnel shot to a green guarded by a huge boulder in front and trees all around. An epic hole.
#9 Par 4 518, 412, 346 ... The best opportunity to rip a drive. Long straight shot toward the",-0.9966
fire,http://www.tvfanatic.com/2014/03/archer-review-smugglers-blues/,"a baseball player who died pretty much EXACTLY how the plane fight went down in the episode. Down to the fire extinguisher. Seriously, look it up. Man, these writers.
- Hal Needham - one of the most famous stuntmen ever. Doubled",-0.9967
fire,https://www.fanfiction.net/s/2458461/1/An-Amalgam-of-Lost-Tales,"food in there!""
She's just ordinary. She's just an ordinary girl with an extraordinary goal.
I look down at the fire, and I feel alive.
""Alright, Fuu. It's a deal.""
In Our Next Chapter: Our heros are still lost, and run",-0.9967
savage,http://benjamincox.blogspot.com/2008/12/some-quick-thoughts.html,"Mario Bros. 2!!). It's the little things people.
RE: the Browns. I'm not shocked at all by the firings of Savage and Romeo. I'd be shocked (and pissed!) if Crennel stayed with the franchise. I'm OK with going after New England's",-0.9967
basic,http://www.filmcomment.com/article/cameron-crowe-interview-a-bonus-ep-of-b-sides-and-unreleased-tracks/,"like the opportunity wasn’t squandered. What was always missing for me was a lack of glibness. And on a real basic level, if you look at the movies set in the Seventies you’d think at the stroke of midnight on 1970,",-0.9967
vibe,http://www.citypages.com/music/top-10-must-see-minnesota-music-videos-this-week-6628036,"Sad Day To Be You"" and ""Change Your Ways or Die (The Buffalo Song)"" -- more of a gritty, urban vibe. Producer Nate Matson and his talented crew once again capture a local band from plenty of stylish angles, as the",-0.9967
mid,http://www.toptenz.net/top-10-reasons-bruce-lee-may-have-been-superhuman.php,"you’d been scheduled to fight Lee, and heard all of these rumors about him, only to see him floating in mid air. You’d run away from that set so fast that you’d explode through time to the premiere of the movie",-0.9967
basic,http://www.posterchildrenfortermlimits.com/2012/11/did-you-hear-one-about-career-pol-who_27.html,"seems to us that he has lost sight of the problem: It's the spending, stupid! Doesn't he understand that simple, basic principle? See the Chambliss renege here http://www.youtube.com/watch?feature=endscreen&v=B2bkI-KZxz4&NR=1
Sen. Chambliss says that Grover doesn’t have a plan. And he’s the Senator,",-0.9967
fire,http://www.cnn.com/2011/09/28/showbiz/celebrity-news-gossip/sean-maher-comes-out-ew/index.html,"What is the potential that if they caught wind that they had cast a gay lead actor that they would fire me? I was young, I was 22. I didn't know anything. So that sort of started the idea of, okay,",-0.9968
vibe,http://www.vibe.com/tag/features-2/?page=1,"Chicago's Chief Keef plans to collaborate with on his debut album?!
This Is Rick Ross’ ‘God Forgives, I Don’t’ Tracklist
VIBE has received official confirmation that this is the real version. Don't forget the album drops on July 31st. You can",-0.9968
fire,http://www.fireflyfans.net/bluesun.aspx?bid=22905,"the little malfunction you just felt is gonna have all the engineers runnin’ about, willy nilly with their hair on fire, until they get it locked down. Which means that their attention, such as it is, will be on the prospect",-0.9968
basic,http://thebigbearbutt.com/category/raid-song-otw/,"run.
That was remarkable.
He knew the fights pretty well, and while he did assume everyone present knew all the basic fundamentals, he made some specific tips during discussions that were pretty smart, tips that, while I have noted the problems",-0.9968
basic,http://www.pcworld.com/article/2013554/windows-8-deep-dive-get-to-know-the-people-app.html?page=0,"you want to post your own tweet, you need to enter the 'Me' section, a completely different location. These two basic Twitter features aren't integrated—and that's confusing.
The app also flouts the familiar ""long list of tweets and status updates"" format",-0.9969
tea,http://www.travelpod.com/travel-blog-entries/vicksanddan/rtw_2005/1126274400/tpod.html,"We are loving Las Vegas and its....well different!
We had a lie in this morning and got up for iced tea and a cinnamon roll (which we seem to be eating a lot of!) We decided to take a walk down",-0.9969
epic,http://archives.starbulletin.com/2007/11/21/features/story01.html,"""then something's wrong with them. Don't invite them over again.""
The Keres family
Family's Russian heritage yields side dish of epic proportions for Thanksgiving Day
Neva Keres' dish is a death-defying brew that has to violate every American Heart Association guideline.",-0.9969
tea,https://chuatekming.wordpress.com/category/jinrui-wa-suitai-shimashita/,"own identity. And it was at the tea party where he could learn it. However Watashi couldn’t remember about the tea party. Ah well, human memory isn’t that reliable. Yeah, even Grandpa couldn’t recall about the sundial. Back at the office,",-0.9969
epic,http://www.techchef4u.com/tag/visual-poet/,"Lite
- Tracing Paper Lite
- Bill Atkinson PhotoCard
- TypeDrawing FREE
- StoryLines for Schools
- Video Star
- Epic Citadel
- Pizza Time
- My PlayHome Lite
- Word Lens
- Sketchbook Express
- iMotion HD
- My Secret",-0.9969
epic,http://www.gamasutra.com/view/feature/2872/structuring_key_design_elements.php,"blow up zombies on Phobos"" or ""Wouldn't it be cool to be a pilot in a starfighter involved in an epic struggle to overcome the oppression of a star empire gone bad"" or ""Wouldn't it be cool to drive modified street",-0.9969
epic,http://www.kcet.org/arts/artbound/counties/san-bernardino/civilians-on-the-battlefield-house-of-the-moon-part-v.html,"drifting up and down the West Coast. He'd heard about a music scene in Joshua Tree. Jema was on an epic quest for meaning, and this, along with his stage antics, drew Jennifer to him. She followed Jema to the desert",-0.9969
savage,http://www.metafilter.com/tags/podcast+Nerdist,"and has recently started a podcast featuring long-form (hour-plus) interviews with such funny-smart characters as Andy Richter, MetaFilter's own Adam Savage, and his Soup-master/nemesis Joel McHale. Fresh Air this ain't. [more inside]",-0.9970
epic,http://www.smartsound.com/blog/what-is-royalty-free-music.html,"Action Royalty Free Music
- Corporate Royalty Free Music
- News Royalty Free Music
- Wedding Royalty Free Music
- Epic Royalty Free Music
- Sports Royalty Free Music
- Background Royalty Free Music
- Horror Royalty Free Music
- Kids",-0.9970
stan,http://alibi.com/film/43896/There-Can-Be-Only-One.html,"is nice and all, but it doesn’t seem particularly geekish. A trip to outer space, the bones of Steve Jobs, Stan Lee as your butler for a month: Now those are some nerd-worthy prizes. Oh well, maybe in season two.
“King",-0.9970
shook,http://www.harrypotterfanfiction.com/viewstory.php?chapterid=466550,"betrayed…” James muttered sadly. Rose frowned. She didn’t know that she was seen as such a damper... But then she shook it off and continued with her mission.
“It’s not just me who’s thinking it,” She turned to glare at Dom,",-0.9970
karen,http://chestertontribune.com/Wondersandweeds/learning_the_hard_way_drought_th.htm,"implements to the
doors. What a focal point!
When is yard art too much of a good thing? According to Karen Radford, “I
usually get another opinion. You can see it so often and not really look at
it with a",-0.9970
bro,http://athena.uky.edu/static/books/kyetexts/kyetexts_KUK-b92-123-28575537.html,"acknowledge that you are deceivers-im- postors !"" This was too much for them; they could say no more-they were silent. Bro. Mulkey now turned upon them with more severity than ever, and re- marked: ""Gentlemen, we have no other words for",-0.9970
sick,http://www.nj.com/nets/index.ssf/2008/11/new_jersey_nets_newbies_left_i.html,"stop doing that, because I know it will happen again.""
And as for Harris and his 30 points: ""He was (sick)? I had no idea,"" Lopez said. ""That was something else, gosh. I never saw anything like that.""
The rookie center",-0.9970
epic,http://kuklaskorner.com/rbh/comments/hurricanes_bring_in_five_new_players,"line, but I won’t expect to see that.
He is famous around here for being a big part of an epic collapse by the Leafs (or alternately, a dramatic comeback by the Hurricanes) in which Vesa Toskala of the Leafs was",-0.9971
lol,http://www.primewire.ag/?actor_name=George%20Costigan,"been so much better if whom ever ...
horrormoviejunkie : Busta Rhymes gives a career-defining performance - 11/10.
spydog5 : LOL, There was no one at that competition!of course ALDC won. it looked as if on ...
whitetiger26 : No. He",-0.9971
basic,http://www.thewire.com/entertainment/2014/02/justin-bieber-could-be-next-michael-jackson-drug-wise/358585/,"come to think of it, that was a very mean thing for you to have laughed at! Where was your basic human decency??) Here is a segment from last night's Tonight Show with Jimmy Fallon in which Adam Sandler and Drew",-0.9971
karen,http://www.academyofbards.org/fanfic/d/davidjduncan_suffer1.html,"there was a good reason. ""Gabrielle. Watch Miranda.""
""Right,"" the bard concurred, taking her friend's place.
""Can I borrow this?"" Karen requested. ""It's kind of a private call.""
""Just get help. After that, I don't care!"" Lex told her point blankly",-0.9971
tea,http://www.defensivecarry.com/forum/second-amendment-gun-legislation-discussion/95854-lobby-day-draws-more-than-1-000-a-print.html,"since our rally immediately followed their rally and we
didn't have to waste time switching in a PA system.
The Tea Party ended up running about 20 minutes into VCDL's time slot,
but we still ended up squeezing in all our",-0.9971
